Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1617.82647494969,1454.11078195559,1774.30874287341,1815.92819979586,1776.91820712187,1908.11478234587,1929.72389709372,2155.35306784413,2191.50435559062,2565.02208584099,2848.58606111495,2757.05258747725,2985.31914452845,3046.57993117128,3017.94254424696,2967.692067153,2958.7853992308,2952.99891598909,2902.39211285546,2927.2451435353,2769.68574507111,2144.16657002819,1981.71016810561,1983.81261992909,..,..
Afghanistan,AFG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6206547590.07403,5621147630.73068,7228795918.92525,7867263256.28817,7978515641.58304,8874480195.58321,9349921885.77888,10642671963.1135,11060395115.6809,13426272073.2398,15354612541.5059,15420077665.5323,17386490239.3536,18360263162.7578,18860496494.0404,19134221644.7325,19566715174.1633,20084646751.4954,20323499020.3639,21118473702.3471,20621957125.2077,16345202562.5485,15325233810.1388,15672648238.1005,..,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,9035043,9214083,9404406,9604487,9814318,10036008,10266395,10505959,10756922,11017409,11290128,11567667,11853696,12157999,12469127,12773954,13059851,13340756,13611441,13655567,13169311,11937581,10991378,10917982,11190221,11426852,11420074,11387818,11523298,11874088,12045660,12238879,13278974,14943172,16250794,17065836,17763266,18452091,19159996,19887785,20130327,20284307,21378117,22733049,23560654,24404567,25424094,25909852,26482622,27466101,28284089,29347708,30560034,31622704,32792523,33831764,34700612,35688935,36743039,37856121,39068979,40000412,40578842,41454761,42647492,..
Afghanistan,AFG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,0.15347921653324,0.149779553647248,0.142774034360254,0.142498777965025,0.175521510046373,0.158729239200329,0.144817884981996,0.170987311363764,0.141990844319863,0.150685797228339,0.152225124002311,0.189158925916398,0.209964574050679,0.274602028103728,0.287795924673874,0.360011663754812,0.344235948033261,0.286358633409842,0.266711838919726,0.242755485726567,0.24144795718956,0.231491789403262,0.136358426486866,0.118642815594975,0.102991890734693,0.0851174240746249,0.0791295924972356,0.0744360083634966,0.0735542951052808,0.068549614750964,0.0501382814099344,0.0463511028500998,0.0439140640871224,0.0447454276810823,0.038301143932592,0.052297588398106,0.0557935319150409,0.0796685368947688,0.14737589049906,0.224491273806937,0.278191742360873,0.392640542832169,0.323442048526517,0.266539509081829,0.242701667084292,0.24909135686806,0.219353479990497,0.2913283907183,0.321418704642259,0.319752781855278,0.310824605884889,0.312156784785117,0.278420956418618,0.280995468771367,0.2829802981146,..
Afghanistan,AFG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,1.7328,1.7326,1.6924,1.7325,2.1886,2.0276,1.8913,2.2811,1.9327,2.0577,2.0047,2.2581,2.3078,2.9981,3.2205,4.1138,3.9312,3.261,3.0734,2.8825,2.9084,2.8332,1.8107,1.7729,1.6737,1.4526,1.4056,1.3735,1.4093,1.3633,1.0093,0.9402,0.9388,1.0172,0.9024,1.2763,1.4185,2.0642,3.9029,6.1659,7.8684,11.5231,9.8844,8.4287,7.9588,8.4272,7.6117,10.3972,11.8099,12.1046,12.1436,12.4864,11.298,11.6486,12.0684,..
Afghanistan,AFG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5560.85699566409,4027.90551078531,3761.15540576541,4145.91969834494,4517.79881384115,5151.39732484423,5563.79315082011,4943.00399871118,5387.56822958918,6086.00863561374,6582.01638790869,7232.99054955267,7590.49000137636,8025.28131314895,8483.29399553028,8964.31799702863,9564.02920336839,10262.9667962049,11056.3517677907,11430.6220336089,11829.0532917923,12153.1140578808,12463.5700560026,12873.4832044649,13366.5595256489,13876.81917653,14643.4892877063,15359.4611530571,16170.990493278,16761.1925261726,16457.7872245882,18212.8702466686,19388.8731331744,20481.0358398226,21641.0733223921,..
Albania,ALB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4872357833.48621,5152305744.73323,5304226467.10994,5362834894.84554,5295713833.27528,5390011641.7466,5693859705.34246,5649001049.87206,5568782994.815,6116559061.23727,5530859374.75169,3982100297.96084,3695902333.01319,4049208851.98817,4385409261.20229,4969648100.72759,5334237832.94103,4709514660.14116,5100876515.377,5725771032.93267,6153077235.62289,6698469429.12028,7008501111.79519,7382282996.75923,7771053341.65332,8169772250.74253,8661509309.89701,9224515436.60112,9861658465.33864,10127011190.7491,10428102872.2706,10685000942.5337,10790155229.5092,10974367815.094,11220218560.8998,11470171826.9575,11918533446.9749,12309839868.7084,12761785703.1071,13025007474.8895,12593390460.142,13722964212.462,14385344334.623,14962975920.9066,15568367220.7999,..
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2860708,2816902,2773767,2731293,2689469,2648285,2607733,2567801,2528480,2489762,2451636,2414095,2377128,..
Albania,ALB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,2.26885864951142,2.21139171598823,2.46013821782637,2.15608824984152,2.2678377821766,2.25554311300877,2.35779487383904,2.46703263039547,2.65798635059655,3.03182175173961,3.01519799610553,2.59448081770881,2.61220323545278,2.73994711599319,2.90291138120436,2.72335519680838,2.69681916605875,2.68931980587656,2.60942814517607,2.44926877581172,2.02191239302586,1.34064326142788,0.727801544730445,0.688751883548008,0.730872545156157,0.649416648053946,0.648730616126789,0.502051754592427,0.612076598274589,0.992962508098037,1.04657550743325,1.12398874181296,1.31323725585954,1.38556975617973,1.45837098137756,1.3776914859669,1.3817995172674,1.42962144661125,1.42332985219763,1.46321851369709,1.56778821711206,1.72129581663193,1.58649537107597,1.69345614437421,1.83944794209463,1.78508860089342,1.68739628528903,2.0244422333699,2.04549315439886,1.94096037816015,1.80646079858255,2.0532886275877,1.84525761573088,1.74914408919284,1.7852214941728,..
Albania,ALB,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,4.8451,4.8382,5.5184,4.952,5.3297,5.4242,5.7967,6.201,6.8211,7.9368,8.0566,7.0727,7.2731,7.7923,8.4313,8.0741,8.1515,8.2928,8.1997,7.9061,6.6451,4.3796,2.3632,2.2228,2.3443,2.0702,2.0552,1.5806,1.9149,3.0869,3.2329,3.4396,4.0067,4.2116,4.4144,4.1489,4.1351,4.246,4.195,4.2836,4.567,5.0007,4.5385,4.7703,5.1022,4.8756,4.5382,5.3613,5.3341,4.984,4.5676,5.1122,4.5239,4.2226,4.2437,..
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,813.373801291643,572.755207711702,418.273208912166,412.351824377392,441.348009597146,417.034611074232,447.838930515247,384.584954066613,426.818906731072,576.974269147942,581.374748988005,598.228317118281,661.11795163205,649.35788110735,716.623145884767,721.077407396492,707.890606549635,680.948166186712,712.287869024953,734.057809949862,731.053397459356,766.894617514824,699.444897699178,826.01838486232,844.590080017958,803.987448070775,840.619363568519,894.466399568989,904.739774695665,908.317252679183,855.185594249541,914.732925521475,884.57221529163,888.463855695385,..,..
Algeria,DZA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11728.5457286791,11314.8647351204,11241.4154173757,10743.7063534104,10414.0348241407,10588.4433695754,10808.8788666941,10725.9673493368,11094.8875368585,11292.0372997165,11558.220469383,11742.5946761225,12213.1263531246,12835.1814413331,13226.7650481165,13738.495644436,13920.6940553701,14114.6745192683,14206.7767147039,14104.42817214,14496.4211312996,14641.9640935685,14697.5396133853,14778.1914257233,15073.7629403565,15239.5171456469,15511.6858768094,15427.6641894713,15343.4261222434,15199.1989965639,14194.1557479619,14496.8654697299,14782.2002970247,15159.3242373415,15501.9197003966,..
Algeria,DZA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,27287513101.983,23574926517.9503,18934192372.524,25431219789.9774,26916253746.4174,28586918218.6911,27213325104.703,29785790538.944,33001535545.8172,35784647535.9227,38956118145.081,34541720238.014,44014431054.1008,45692778905.9266,49117415081.8386,51595556464.0315,55922750141.4526,58863496043.6358,64287670491.7336,69094990985.068,69641260800.9969,71730495900.9514,76321250590.2067,80442600430.4278,84947383262.6758,88090434111.4929,88442796731.3094,87823699342.0674,86945457526.5473,90771059536.2581,91497228539.1792,90399261260.1306,92026450044.2876,90093893896.7426,89283051957.2347,92675803280.5324,96475509798.6511,97536740345.5047,102511117625.248,105791474981.454,109811551032.426,113105897561.895,119213616030.237,126962501072.943,132675813620.929,139840307556.055,143895676473.864,148356442446.405,152065353506.518,153890137748.132,161276864361.482,166115170291.39,170101934378.955,174524584673.849,181680092643.147,187493855609.345,194806115978.439,197728207716.082,200496402625.853,202300870247.92,192185826737.373,199488888151.485,206670488126.832,215143978140.155,223104305329.361,..
Algeria,DZA,"Population, total",SP.POP.TOTL,11424922,11628883,11800771,11982118,12179813,12365976,12590069,12876118,13172614,13475960,13783719,14098936,14427072,14771147,15133502,15678596,16409170,17015994,17506974,18036655,18607174,19220704,19872348,20558115,21271969,22008544,22745499,23443624,24109536,24754485,25375810,25987928,26628568,27277048,27887279,28470191,29033044,29579301,30054133,30474354,30903893,31331221,31750835,32175818,32628286,33109249,33623506,34189416,34816961,35490445,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219,46814308,..
Algeria,DZA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,1.4285694593745,1.63213734710194,2.43648884541506,3.20215484958616,2.63658735433477,2.32213394617732,2.86879226676304,3.06475778023899,3.27609442956847,3.18372780318745,3.07429811748952,2.80956930609826,2.86144344895731,2.87932526887801,2.9315104774739,3.25713050349901,3.29512665340954,3.08103815348685,3.02535063304412,2.95681772414171,2.84364912883569,2.89342420834781,3.18393013097813,3.0419347430851,2.91010105360225,2.94409686257461,2.8074355551557,2.6918452197366,2.70979701859974,2.78775720725696,2.84556706172908,2.73923253741053,2.82473516050838,2.9993425497372,2.96141820014695,3.06259438261496,3.13780186991803,3.18566716670446,3.26590250079552,3.27099589762822,3.27777236779378,3.38189926038203,3.72600758334859,3.79361564251901,3.95441595238121,4.11245469680565,3.93495625205734,3.98952018838216,4.1125786627396,4.19651934911155,3.90423106841135,4.05087238809753,4.16005852930563,4.12827519079225,3.98080005796518,..
Algeria,DZA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,19.691,23.0114,35.1514,47.2995,39.9008,36.4078,47.0745,52.1499,57.3545,57.4238,57.204,54.0019,56.8636,59.1935,62.359,71.6847,74.9493,72.2307,72.9398,73.1945,72.1599,75.1941,84.7835,82.975,81.1548,83.819,81.5084,79.6229,81.4406,84.9551,87.9391,85.8235,89.6877,96.5063,96.626,101.4002,105.5039,108.9161,113.7088,116.0891,118.6168,124.8035,140.2699,145.7286,155.033,164.5785,160.7458,166.3203,174.8053,181.6864,171.9505,181.3215,189.1886,190.5786,186.3584,..
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,874.398446212665,903.129128362507,902.220501427253,883.920900907848,833.35888667661,851.702645830746,808.685420917717,813.381549041801,828.485785729723,872.199058779228,873.657787057718,863.498325342364,911.440557642084,955.848483496115,954.298409338891,979.326457769033,1032.63866815022,1077.66189233078,1070.72807038599,1147.30600554253,1151.13889665565,1174.26806450034,1258.83718458975,1273.72242693806,1358.04787814425,1414.49702064392,1371.20207705232,1380.3468180174,1442.30211193457,1463.50985736009,1373.67832094406,1451.44517709293,1499.50999958517,1503.41406578063,..,..
American Samoa,ASM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,744923664.122138,752116030.534351,755198473.282443,752116030.534351,721291603.053435,734648854.961832,715126717.557252,685329770.992367,687384732.824428,687384732.824428,657587786.259542,641148091.603054,652450381.679389,673000000,661697709.923664,615461068.70229,631900763.358779,628818320.610687,656560305.343511,651422900.763359,662725190.839695,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,20133,20666,21298,21966,22673,23406,24136,24863,25614,26375,27026,27533,27995,28436,28875,29390,29959,30521,31076,31611,32403,33584,34909,36271,37667,39103,40571,42072,43615,45191,46640,47882,49038,50159,51251,52316,53353,54362,55334,56248,56855,57053,57062,56971,56818,56617,56374,56113,55828,55528,55228,54895,54489,54006,53466,52878,52245,51586,50908,50209,49761,49225,48342,47521,46765,..
American Samoa,ASM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0.00297760838494521,0.00286459079320519,0.0027570235174106,0.00265484376244458,0.00255734854103266,0.0024648147691701,0.00237687773340939,0.00229278917803508,0.002212829988272,0.00214408233276158,0.0020884674825613,0.00203923487907337,0.00199366016068901,0.00195118144036214,0.0019114611208808,0.00187430884861207,0.00183952025311799,0.00180720714208263,0.00177784098990186,0.00175886025855246,0.00175275620913887,0.00175247975885879,0.0017552790015973,0.00176000563201802,0.00176625395199322,0.00177386738567425,0.00178211822572309,0.00179121587733754,0.00180089324304855,0.00181067574418773,0.0018216595318335,0.00183523279928059,0.00185164611339481,0.00187034751056746,0.00189114565603843,0.00191405876160398,0.00193851044857132,0.00196432780702444,0.00199167479933876,0.00200960591627982,0.00203148806500762,0.00206859459683091,0.00210433282127901,0.0021383513311237,..
American Samoa,ASM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,..
American Samoa,ASM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50036.3007757561,47624.9668573542,45246.53307101,42605.6595832451,42716.3656354,44375.0247238159,46386.0912022485,50032.3529125128,51092.2222352218,52921.0452609846,54809.1441679423,59109.0136806378,61188.6370851474,63656.1958332184,64353.4858113531,65114.8053663021,66390.293726491,65534.1168555171,60691.6051530637,57203.9708883731,58285.0577756981,60470.4662377044,58172.1323929474,57332.1585611366,59929.2444670501,62105.1542389675,64402.8092369468,63239.6577711911,63048.5985572834,63215.899791913,55488.4902991095,59332.2029100127,63913.3835079105,64631.2963909271,65928.3071971004,..
Andorra,AND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,859122124.233533,899066709.761762,972338340.748414,1048068593.93132,1106957363.3751,1112959348.96081,1149729155.8401,1182365086.76823,1199663089.99549,1200161636.66536,1226669938.1168,1225044913.34139,1240314622.11134,1262269657.85316,1284797216.20525,1314622923.20581,1357391837.7286,1432688021.17266,1505673822.3205,1578353213.75511,1638036865.6592,1679741342.09472,1695349734.48327,1677862466.61618,1717848987.06999,1765218700.60186,1847296757.09051,2014803568.84039,2079172380.13746,2164399296.91914,2240767147.05822,2422703047.4382,2532847903.3358,2753058859.8714,2977038818.11546,3137733299.91171,3288617126.51463,3339695537.72761,3154035638.64466,2986781968.80057,2927794279.37554,2927558013.5968,2781928287.88297,2683236696.87851,2750437434.80254,2789882569.1005,2893378230.93931,2903391399.65727,2949519480.26811,3008968450.49925,2672447226.31612,2893907016.25363,3170698001.42141,3252614722.13544,3362287046.47556,..
Andorra,AND,"Population, total",SP.POP.TOTL,9510,10283,11086,11915,12764,13634,14626,15837,17176,18555,19977,21442,22957,24523,26130,27773,29436,31097,32735,34306,35782,37169,38764,40565,42273,43825,45734,47653,49416,50620,52597,56667,60200,63272,64612,63912,63984,64700,65382,65710,65685,65852,66506,69486,74325,77421,79585,81877,83495,83888,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380,78364,79705,80856,81938,..
Andorra,AND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8368.72287865566,8172.50539080906,7447.49422684139,5483.27751126366,5379.47533872491,5983.18421691116,6567.67778259899,6810.21622212226,6895.02600537711,6817.05713550008,6796.40633958013,6848.68325514498,7523.81291488042,7518.88948314505,8081.75707952672,8895.37660461036,9588.82238860962,10437.5899897179,11134.7047183666,10933.2712187989,11077.1301919405,11037.6388778577,11519.9933863364,11626.1877218484,11721.664415634,11392.9059344932,10805.7122533667,10414.2358842987,10000.9443772509,9648.01103767178,8960.33797242389,8862.28133314521,8950.14259255142,8788.26106439635,8901.88736611562,..
Angola,AGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25920531977.1505,24780028254.2752,24780028254.2752,25820789794.9468,27370037741.6871,28327988923.0825,29149501095.4582,30339601953.5736,32199082928.6633,32212484657.6765,31101122148.0954,31409446015.5508,29575674380.4416,22482416932.4765,22783538204.5071,26201068941.7593,29749838599.0205,31913924371.2602,33411053301.7568,34139911994.3453,35182758019.6959,36662544314.034,41672733511.8008,43125991915.3832,48050921277.9001,54852422288.0144,61347946235.7733,69324828859.446,76802645840.5628,78335311067.8479,82482120582.925,85446420441.9715,92712034533.3955,97239220009.2494,101766409287.849,102543067840.732,100799291837.039,100648701499.631,100050434318.105,99845650843.2744,95809443080.1137,97824078558.145,101948344238.666,103236265970.233,107803341999.578,..
Angola,AGO,"Population, total",SP.POP.TOTL,5231654,5301583,5354310,5408320,5464187,5521981,5581386,5641807,5702699,5763685,5852788,5991102,6174262,6388528,6613367,6842947,7074664,7317829,7576734,7847207,8133872,8435607,8751648,9082983,9425917,9779120,10139450,10497858,10861291,11238562,11626360,12023529,12423712,12827135,13249764,13699778,14170973,14660413,15159370,15667235,16194869,16747208,17327699,17943712,18600423,19291161,20015279,20778561,21578655,22414773,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029,36749906,37885849,..
Angola,AGO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,1.5264349229803,1.42204222194848,1.67892130265933,1.77615250336228,1.78526308913448,1.59353857336612,1.03072032820216,1.6444084714196,1.87630976618686,1.80694863790391,1.76007195589013,1.56862452221873,1.45933657295175,1.45562311412451,1.41700802160681,1.44223611122473,1.40502689988116,1.38139609051675,1.37560995281316,1.34390858901699,0.965977313621804,0.979787215550443,0.975473352891632,0.946571467439923,0.867222993556716,0.945540869348394,1.10640250320144,1.11880886302453,1.12382638592501,1.15090505759312,1.0195821898899,0.966865641126569,0.918500488726172,0.965781216283453,0.951069768682142,0.810676972733782,0.815392081219552,0.820841250748789,0.88603761448524,0.940848252177258,0.976178185498281,0.976536306021153,0.981682218580684,1.09052642360471,1.13720270585859,1.17503861630089,1.07167614647808,0.92592191412033,0.824809795011719,0.833846270553112,0.613970253682297,0.740292552255736,0.748810952279567,0.743838637301548,0.741712294740973,..
Angola,AGO,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,8.9339,8.5196,10.3661,11.347,11.8066,10.9045,7.292,12.0335,14.2163,14.1795,14.3162,13.2323,12.7716,13.2214,13.3566,14.1038,14.2462,14.5017,14.9409,15.1036,11.2308,11.7805,12.119,12.1418,11.4905,12.9537,15.6788,16.4022,17.0365,18.0315,16.512,16.1923,15.9155,17.3297,17.6903,15.6389,16.3203,17.0559,19.1195,21.0889,22.7399,23.6501,24.7162,28.5343,30.8873,33.0865,31.2748,27.9951,25.8142,26.9963,20.538,25.5641,26.6839,27.336,28.1004,..
Angola,AGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,506.098906826107,501.1013958861,487.66526325083,489.171805015051,480.041934528091,460.744687477655,455.930060729858,448.250287767476,429.96411434091,434.376831763019,428.222669261961,428.599480858479,429.424207435976,446.134132051678,433.557080102511,392.557802386847,422.909458684002,446.790005661844,472.064397001416,504.92416679274,487.281074343005,486.235365702241,531.24332255994,512.021802587495,447.160325436651,517.525209417242,462.934994006148,456.692217487614,405.179753107747,416.996507156148,397.633186643914,418.358996013843,423.122517600564,..,..,..
Antigua and Barbuda,ATG,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21074.57643609,21424.2911871461,21330.2731918527,22051.4373204261,23081.6639123529,21639.6020640854,22597.314506816,23350.3093865169,23996.1144041367,24462.2034022412,25547.6120273679,24014.7754593511,23958.1638142071,25136.001691807,26303.6179046605,27692.634871178,30827.3416754916,33245.2678606765,32756.3067839753,28405.6900929523,25826.6086383235,25023.9174488179,25592.9066121735,25206.8458285339,25557.5249124716,25734.1516444171,26627.71453894,27199.1952402262,28878.6067675471,29651.8641526705,23930.6714995115,25745.4958067746,27941.7851474762,28474.0444178181,29371.637778586,..
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,387163203.126708,404134550.442489,436786384.138376,472436818.308071,490457675.789685,490048110.846921,516333403.780737,568819882.561907,612299589.432117,682675279.820441,727910265.016782,765857188.329832,806082316.637007,830360009.985309,848435719.914615,858265278.54095,903580713.993905,963907435.965129,921883147.37367,982773021.141193,1036543047.19835,1085584792.26449,1125835518.38058,1195677311.61138,1141296594.96992,1153020391.45654,1223085251.30795,1293621842.2095,1377366902.51519,1552404719.92894,1697014056.19323,1696776362.25323,1493793051.15554,1376672104.84443,1349706641.55924,1395234173.14327,1386849062.30615,1417336052.73314,1437485185.18519,1496714858.20258,1537316639.9839,1640501407.75149,1692541753.29144,1373179832.3414,1485407940.31841,1620696017.30498,1660036192.7894,1720733551.28694,..
